id,journee,date_formatee,equipe,role,adversaire,score_equipe,score_adversaire,classement_avant_match,bonus,resultat,essais_accordes,possession_balle,occupation,possession_prop_camp,possession_camp_adv,possession_22m_adv,melees_obtenues,melees_perdues,melees_gagnees,melees_refaites,touches_obtenues,touches_propre_lancer,touches_lancer_adv,en_avant_commis,penalites_reussies,penalites_concedees,plaquages_reussis,plaquages_offensifs,plaquages_manques,ballons_pied,ballons_passes,carton_jaune,carton_orange,carton_rouge
cc4dfc3b,j19,17/03/2019,LOU Rugby,Extérieur,Stade Toulousain,21,53,3e,,Défaite,3,50 %,56 %,54 %,45 %,55 %,5,2,2,1,7,6,0,11,0,11,142,12,33,9,209,0,0,0
8f77f830,j20,23/03/2019,LOU Rugby,Domicile,RC Toulon,42,33,3e,,Victoire,4,50 %,62 %,63 %,37 %,59 %,14,0,9,5,12,9,1,7,6,7,86,4,14,18,160,2,0,0
8f77f830,j20,23/03/2019,RC Toulon,Extérieur,LOU Rugby,33,42,9e,,Défaite,2,50 %,38 %,37 %,63 %,41 %,12,0,9,3,7,4,1,11,4,12,127,14,25,10,97,2,0,0
8b5a89d8,j20,23/03/2019,Stade Français Paris,Domicile,Castres Olympique,32,16,8e,Bo,Victoire,4,50 %,33 %,28 %,68 %,34 %,11,1,7,3,4,4,0,6,2,12,168,32,20,28,107,1,0,0
8b5a89d8,j20,23/03/2019,Castres Olympique,Extérieur,Stade Français Paris,16,32,7e,,Défaite,1,50 %,67 %,72 %,32 %,66 %,10,2,4,4,19,16,0,8,3,7,117,7,24,21,161,1,0,0
7647376a,j20,23/03/2019,Section Paloise,Domicile,Montpellier Hérault Rugby,15,24,11e,,Défaite,2,50 %,39 %,31 %,63 %,42 %,14,0,8,6,20,16,0,7,1,6,207,18,38,18,140,0,0,1
7647376a,j20,23/03/2019,Montpellier Hérault Rugby,Extérieur,Section Paloise,24,15,6e,,Victoire,3,50 %,61 %,69 %,37 %,58 %,9,1,5,3,13,11,0,8,1,12,123,4,24,18,147,0,0,1
1e3e692b,j20,23/03/2019,USA Perpignan,Domicile,FC Grenoble Rugby,22,16,14e,,Victoire,1,50 %,48 %,7 %,52 %,47 %,11,1,6,4,9,7,3,8,5,11,124,8,21,25,144,0,0,0
1e3e692b,j20,23/03/2019,FC Grenoble Rugby,Extérieur,USA Perpignan,16,22,13e,,Défaite,1,50 %,52 %,93 %,48 %,53 %,8,1,4,3,15,11,0,8,3,12,161,15,17,21,105,1,0,0
19cf6213,j20,23/03/2019,SU Agen,Domicile,ASM Clermont,13,28,12e,,Défaite,1,50 %,55 %,63 %,45 %,55 %,11,3,3,5,10,8,1,9,2,17,157,20,15,16,125,1,0,0
19cf6213,j20,23/03/2019,ASM Clermont,Extérieur,SU Agen,28,13,2e,,Victoire,1,50 %,45 %,37 %,55 %,45 %,4,0,4,0,11,8,1,11,7,6,132,10,19,22,128,0,0,0
775467bb,j20,24/03/2019,Racing 92,Domicile,Union Bordeaux-Bègles,45,27,4e,Bo,Victoire,6,50 %,61 %,76 %,39 %,59 %,10,1,7,2,15,13,0,10,1,5,78,12,18,15,187,1,0,1
775467bb,j20,24/03/2019,Union Bordeaux-Bègles,Extérieur,Racing 92,27,45,10e,,Défaite,3,50 %,39 %,24 %,61 %,41 %,8,1,5,2,9,8,0,7,2,10,211,23,39,11,87,2,0,0
8ec0448d,j20,24/03/2019,Stade Rochelais,Domicile,Stade Toulousain,19,23,5e,Bd,Défaite,1,50 %,45 %,35 %,54 %,46 %,6,1,3,2,13,10,2,6,4,7,122,22,13,26,199,0,0,0
8ec0448d,j20,24/03/2019,Stade Toulousain,Extérieur,Stade Rochelais,23,19,1e,,Victoire,2,50 %,55 %,65 %,46 %,54 %,7,0,5,2,13,9,1,5,3,8,202,24,21,23,104,0,0,0
4963fdd1,j21,06/04/2019,RC Toulon,Domicile,Stade Toulousain,25,10,9e,,Victoire,3,50 %,49 %,41 %,49 %,51 %,6,1,2,3,14,12,1,6,2,13,138,27,21,22,87,1,0,1
4963fdd1,j21,06/04/2019,Stade Toulousain,Extérieur,RC Toulon,10,25,1e,,Défaite,1,50 %,51 %,59 %,51 %,49 %,9,0,7,2,20,17,0,8,1,5,110,18,12,20,143,0,0,0
23dc54aa,j21,06/04/2019,FC Grenoble Rugby,Domicile,Stade Français Paris,21,17,13e,,Victoire,0,50 %,49 %,30 %,51 %,50 %,13,1,7,5,13,10,3,5,7,6,133,9,18,25,96,0,0,0
23dc54aa,j21,06/04/2019,Stade Français Paris,Extérieur,FC Grenoble Rugby,17,21,8e,Bd,Défaite,2,50 %,51 %,70 %,49 %,50 %,8,2,3,3,13,6,0,9,1,12,142,31,5,17,109,0,0,0
d3b280c2,j21,06/04/2019,Montpellier Hérault Rugby,Domicile,SU Agen,33,17,6e,Bo,Victoire,5,50 %,49 %,60 %,51 %,50 %,9,2,4,3,10,7,0,8,0,11,156,20,19,24,163,2,0,0
d3b280c2,j21,06/04/2019,SU Agen,Extérieur,Montpellier Hérault Rugby,17,33,12e,,Défaite,2,50 %,51 %,40 %,49 %,50 %,8,0,6,2,16,15,3,8,1,7,203,19,35,29,177,0,0,0
a054ecc8,j21,06/04/2019,Union Bordeaux-Bègles,Domicile,USA Perpignan,31,22,10e,,Victoire,3,50 %,53 %,28 %,45 %,52 %,9,0,6,3,11,7,1,4,4,9,189,20,16,19,177,2,0,0
a054ecc8,j21,06/04/2019,USA Perpignan,Extérieur,Union Bordeaux-Bègles,22,31,14e,,Défaite,3,50 %,47 %,72 %,55 %,48 %,6,0,5,1,15,13,3,14,1,7,169,21,25,12,168,1,0,0
56af6589,j21,06/04/2019,Castres Olympique,Domicile,Stade Rochelais,25,11,7e,,Victoire,2,50 %,56 %,75 %,44 %,56 %,15,1,9,5,11,7,1,4,4,12,122,10,21,25,89,1,0,0
56af6589,j21,06/04/2019,Stade Rochelais,Extérieur,Castres Olympique,11,25,5e,,Défaite,1,50 %,44 %,25 %,56 %,44 %,7,0,5,2,15,12,1,8,2,11,161,18,8,20,132,1,0,0
6d4d91d9,j21,07/04/2019,Section Paloise,Domicile,LOU Rugby,24,27,11e,Bd,Défaite,3,50 %,49 %,48 %,50 %,51 %,7,1,4,2,24,13,0,10,1,9,160,29,22,10,156,1,0,0
6d4d91d9,j21,07/04/2019,LOU Rugby,Extérieur,Section Paloise,27,24,3e,,Victoire,3,50 %,51 %,52 %,50 %,49 %,16,1,10,5,9,9,5,4,2,12,157,18,28,23,116,2,0,0
2774f670,j21,07/04/2019,ASM Clermont,Domicile,Racing 92,31,31,2e,,Nul,4,50 %,48 %,35 %,50 %,51 %,12,3,5,4,7,7,1,6,3,14,142,15,25,15,124,1,0,0
2774f670,j21,07/04/2019,Racing 92,Extérieur,ASM Clermont,31,31,4e,,Nul,2,50 %,52 %,65 %,50 %,49 %,11,3,5,3,12,9,0,7,4,8,104,8,16,7,144,0,0,0
cab07726,j22,13/04/2019,Union Bordeaux-Bègles,Domicile,Castres Olympique,12,16,10e,Bd,Défaite,0,50 %,46 %,32 %,53 %,45 %,7,0,4,3,11,9,0,8,4,4,180,25,16,26,112,1,0,0
cab07726,j22,13/04/2019,Castres Olympique,Extérieur,Union Bordeaux-Bègles,16,12,7e,,Victoire,2,50 %,54 %,68 %,47 %,55 %,9,3,4,2,14,11,1,3,2,12,138,5,24,29,152,0,0,0
962e2e02,j22,13/04/2019,LOU Rugby,Domicile,USA Perpignan,47,9,3e,Bo,Victoire,6,50 %,64 %,92 %,37 %,67 %,10,0,7,3,16,12,1,6,3,7,80,4,12,18,196,0,0,0
962e2e02,j22,13/04/2019,USA Perpignan,Extérieur,LOU Rugby,9,47,14e,,Défaite,0,50 %,36 %,8 %,63 %,33 %,13,2,5,6,10,7,0,3,3,9,189,27,31,15,93,2,0,0
b70ea1fd,j22,13/04/2019,Stade Français Paris,Domicile,SU Agen,25,22,8e,,Victoire,3,50 %,51 %,53 %,49 %,50 %,13,1,8,4,12,8,2,6,1,8,188,17,22,25,147,0,0,2
b70ea1fd,j22,13/04/2019,SU Agen,Extérieur,Stade Français Paris,22,25,12e,Bd,Défaite,3,50 %,49 %,47 %,51 %,50 %,5,0,4,1,15,12,2,9,1,6,168,9,26,17,170,0,0,0
b2ed2632,j22,13/04/2019,Stade Rochelais,Domicile,Section Paloise,71,21,5e,Bo,Victoire,10,50 %,29 %,30 %,74 %,34 %,7,0,6,1,9,7,1,5,1,8,170,12,18,11,114,0,0,0
b2ed2632,j22,13/04/2019,Section Paloise,Extérieur,Stade Rochelais,21,71,11e,,Défaite,3,50 %,71 %,70 %,26 %,66 %,18,0,10,8,13,10,0,8,0,6,94,10,23,7,163,2,0,0
0152025f,j22,13/04/2019,FC Grenoble Rugby,Domicile,RC Toulon,19,18,13e,,Victoire,1,50 %,44 %,43 %,57 %,43 %,8,1,5,2,11,11,1,8,4,8,147,8,22,15,91,1,0,0
0152025f,j22,13/04/2019,RC Toulon,Extérieur,FC Grenoble Rugby,18,19,9e,Bd,Défaite,2,50 %,56 %,57 %,43 %,57 %,11,1,6,4,12,10,0,12,1,14,103,14,17,15,126,1,0,1
b4fe5aae,j22,14/04/2019,Racing 92,Domicile,Montpellier Hérault Rugby,26,25,4e,,Victoire,2,50 %,58 %,68 %,41 %,57 %,10,0,7,3,11,8,1,5,4,10,202,36,25,15,202,0,0,0
b4fe5aae,j22,14/04/2019,Montpellier Hérault Rugby,Extérieur,Racing 92,25,26,6e,Bd,Défaite,3,50 %,42 %,32 %,59 %,43 %,11,1,6,4,9,8,0,12,2,16,203,14,24,17,153,2,0,0
21f78803,j22,14/04/2019,Stade Toulousain,Domicile,ASM Clermont,47,44,1e,,Victoire,5,50 %,60 %,56 %,39 %,58 %,6,0,4,2,11,9,1,7,4,8,140,19,17,12,174,2,0,0
21f78803,j22,14/04/2019,ASM Clermont,Extérieur,Stade Toulousain,44,47,2e,Bd,Défaite,4,50 %,40 %,44 %,61 %,42 %,6,1,4,1,12,7,1,5,3,7,184,15,39,20,124,1,0,0
70849269,j23,27/04/2019,Section Paloise,Domicile,Racing 92,29,27,11e,,Victoire,2,50 %,47 %,44 %,51 %,49 %,8,0,7,1,12,10,1,2,5,15,222,28,41,20,107,1,0,1
70849269,j23,27/04/2019,Racing 92,Extérieur,Section Paloise,27,29,4e,Bd,Défaite,3,50 %,53 %,56 %,49 %,51 %,2,0,2,0,21,19,1,8,2,12,128,11,25,8,157,1,0,0
a6b496d7,j23,27/04/2019,Castres Olympique,Domicile,Stade Toulousain,20,21,7e,Bd,Défaite,2,50 %,60 %,70 %,39 %,59 %,5,1,2,2,16,11,2,12,1,11,152,18,26,16,92,0,0,0
a6b496d7,j23,27/04/2019,Stade Toulousain,Extérieur,Castres Olympique,21,20,1e,,Victoire,0,50 %,40 %,30 %,61 %,41 %,11,3,6,2,10,7,2,7,7,13,109,10,27,23,115,2,0,0
da4c99e6,j23,27/04/2019,Montpellier Hérault Rugby,Domicile,FC Grenoble Rugby,47,12,6e,Bo,Victoire,7,50 %,52 %,53 %,47 %,53 %,1,0,1,0,11,9,0,12,0,11,213,21,23,12,126,1,0,0
da4c99e6,j23,27/04/2019,FC Grenoble Rugby,Extérieur,Montpellier Hérault Rugby,12,47,13e,,Défaite,0,50 %,48 %,47 %,53 %,47 %,13,3,6,4,12,11,2,3,4,11,159,7,11,12,174,1,0,0
9f3ad822,j23,27/04/2019,SU Agen,Domicile,LOU Rugby,25,15,12e,,Victoire,3,50 %,48 %,39 %,51 %,48 %,10,0,6,4,8,7,2,6,2,9,247,26,37,15,142,0,0,0
9f3ad822,j23,27/04/2019,LOU Rugby,Extérieur,SU Agen,15,25,3e,,Défaite,2,50 %,52 %,61 %,49 %,52 %,8,0,6,2,9,5,0,8,1,5,212,19,26,9,234,0,0,0
70a3f600,j23,27/04/2019,USA Perpignan,Domicile,Stade Rochelais,29,49,14e,,Défaite,4,50 %,61 %,61 %,39 %,59 %,9,1,5,3,10,8,1,7,1,7,148,1,22,9,238,0,0,0
70a3f600,j23,27/04/2019,Stade Rochelais,Extérieur,USA Perpignan,49,29,5e,Bo,Victoire,7,50 %,39 %,39 %,61 %,41 %,10,0,7,3,8,4,0,14,2,11,242,32,25,13,127,0,0,0
2e7f0464,j23,28/04/2019,RC Toulon,Domicile,Union Bordeaux-Bègles,45,17,9e,Bo,Victoire,7,50 %,56 %,56 %,45 %,56 %,13,0,9,4,17,9,0,12,0,6,178,19,34,8,133,0,0,0
2e7f0464,j23,28/04/2019,Union Bordeaux-Bègles,Extérieur,RC Toulon,17,45,10e,,Défaite,2,50 %,44 %,44 %,55 %,44 %,11,1,6,4,9,6,3,7,1,10,135,11,37,11,152,1,0,0
e78f4a7e,j23,28/04/2019,Stade Français Paris,Domicile,ASM Clermont,25,41,8e,,Défaite,1,50 %,49 %,50 %,51 %,49 %,6,0,4,2,11,8,2,12,6,10,179,24,36,18,123,2,0,0
e78f4a7e,j23,28/04/2019,ASM Clermont,Extérieur,Stade Français Paris,41,25,2e,Bo,Victoire,4,50 %,51 %,50 %,49 %,51 %,10,0,6,4,15,10,1,7,2,11,177,8,14,16,131,1,0,0
d94c4eeb,j24,04/05/2019,Stade Toulousain,Domicile,Section Paloise,83,6,1e,Bo,Victoire,13,50 %,40 %,43 %,59 %,40 %,7,0,6,1,14,8,1,8,0,6,150,16,19,18,195,0,0,0
d94c4eeb,j24,04/05/2019,Section Paloise,Extérieur,Stade Toulousain,6,83,11e,,Défaite,0,50 %,60 %,57 %,41 %,60 %,7,0,5,2,14,10,3,5,2,8,197,13,39,17,142,2,0,0
a9c70cd1,j24,04/05/2019,Castres Olympique,Domicile,Montpellier Hérault Rugby,9,12,7e,Bd,Défaite,0,50 %,59 %,75 %,43 %,62 %,22,3,9,10,7,6,2,4,3,5,76,6,10,30,134,0,0,0
a9c70cd1,j24,04/05/2019,Montpellier Hérault Rugby,Extérieur,Castres Olympique,12,9,6e,,Victoire,2,50 %,41 %,25 %,57 %,38 %,10,0,6,4,11,6,0,10,0,7,156,26,28,35,34,0,0,0
21ffefba,j24,04/05/2019,FC Grenoble Rugby,Domicile,SU Agen,11,29,13e,,Défaite,1,50 %,61 %,66 %,42 %,58 %,2,0,2,0,12,10,0,9,2,10,119,12,18,18,245,1,0,0
21ffefba,j24,04/05/2019,SU Agen,Extérieur,FC Grenoble Rugby,29,11,12e,,Victoire,2,50 %,39 %,34 %,58 %,42 %,7,0,6,1,12,11,1,5,5,10,273,36,22,26,84,0,0,0
351c38d4,j24,04/05/2019,ASM Clermont,Domicile,USA Perpignan,35,13,2e,Bo,Victoire,5,50 %,51 %,54 %,48 %,52 %,18,1,11,6,15,11,0,15,0,9,161,17,22,14,123,0,0,0
351c38d4,j24,04/05/2019,USA Perpignan,Extérieur,ASM Clermont,13,35,14e,,Défaite,1,50 %,49 %,46 %,52 %,48 %,9,2,4,3,16,16,2,15,2,12,118,8,32,20,148,2,0,0
67581cf2,j24,04/05/2019,Stade Rochelais,Domicile,RC Toulon,30,21,5e,,Victoire,3,50 %,51 %,64 %,51 %,51 %,14,1,11,2,11,8,1,10,3,10,129,12,15,17,73,0,0,0
67581cf2,j24,04/05/2019,RC Toulon,Extérieur,Stade Rochelais,21,30,9e,,Défaite,3,50 %,49 %,36 %,49 %,49 %,11,2,6,3,15,10,2,11,0,12,74,8,12,9,103,2,0,0
dc3ae2ff,j24,05/05/2019,LOU Rugby,Domicile,Union Bordeaux-Bègles,34,10,3e,Bo,Victoire,4,50 %,57 %,73 %,43 %,55 %,14,1,8,5,15,11,0,9,2,6,141,14,17,14,134,0,0,0
dc3ae2ff,j24,05/05/2019,Union Bordeaux-Bègles,Extérieur,LOU Rugby,10,34,10e,,Défaite,1,50 %,43 %,27 %,57 %,45 %,8,1,5,2,13,9,2,7,1,10,200,23,29,9,138,0,0,0
ed9a134b,j24,05/05/2019,Racing 92,Domicile,Stade Français Paris,23,27,4e,Bd,Défaite,2,50 %,44 %,50 %,56 %,46 %,12,0,8,4,13,9,0,9,3,12,164,14,16,21,118,1,0,0
ed9a134b,j24,05/05/2019,Stade Français Paris,Extérieur,Racing 92,27,23,8e,,Victoire,2,50 %,56 %,50 %,44 %,54 %,6,1,3,2,13,10,2,6,1,8,145,20,20,24,135,0,0,0
a34aa28b,j25,18/05/2019,Section Paloise,Domicile,FC Grenoble Rugby,22,0,11e,Bo,Victoire,3,50 %,41 %,37 %,60 %,44 %,9,1,6,2,22,12,0,4,1,8,185,25,27,20,96,0,0,0
a34aa28b,j25,18/05/2019,FC Grenoble Rugby,Extérieur,Section Paloise,0,22,13e,,Défaite,0,50 %,59 %,63 %,40 %,56 %,11,2,6,3,10,6,1,10,0,15,88,6,16,21,177,2,0,0
1158fa4c,j25,18/05/2019,SU Agen,Domicile,Castres Olympique,10,17,12e,,Défaite,1,50 %,43 %,36 %,58 %,42 %,7,0,5,2,16,12,2,5,1,6,137,24,20,27,105,0,0,0
1158fa4c,j25,18/05/2019,Castres Olympique,Extérieur,SU Agen,17,10,7e,,Victoire,2,50 %,57 %,64 %,42 %,58 %,13,0,8,5,12,9,0,10,1,13,128,13,17,20,139,1,0,0
aa59ef98,j25,18/05/2019,USA Perpignan,Domicile,Racing 92,14,52,14e,,Défaite,2,50 %,48 %,35 %,52 %,48 %,11,1,8,2,12,7,2,12,0,6,135,13,20,11,151,0,0,1
aa59ef98,j25,18/05/2019,Racing 92,Extérieur,USA Perpignan,52,14,4e,Bo,Victoire,8,50 %,52 %,65 %,48 %,52 %,8,1,6,1,6,3,2,7,0,12,138,10,14,10,176,0,0,0
31b6ce52,j25,18/05/2019,LOU Rugby,Domicile,Stade Rochelais,29,19,3e,,Victoire,2,50 %,50 %,28 %,50 %,52 %,13,0,8,5,11,10,0,6,4,12,190,13,24,20,80,0,0,0
31b6ce52,j25,18/05/2019,Stade Rochelais,Extérieur,LOU Rugby,19,29,5e,,Défaite,1,50 %,50 %,72 %,50 %,48 %,4,0,4,0,13,10,0,8,4,7,132,15,10,20,153,0,0,0
62f8cdcb,j25,19/05/2019,Montpellier Hérault Rugby,Domicile,Stade Français Paris,42,25,6e,Bo,Victoire,6,50 %,46 %,41 %,58 %,45 %,10,0,7,3,14,11,0,7,0,7,155,19,26,19,120,1,0,0
62f8cdcb,j25,19/05/2019,Stade Français Paris,Extérieur,Montpellier Hérault Rugby,25,42,8e,,Défaite,3,50 %,54 %,59 %,42 %,55 %,6,0,5,1,11,10,1,4,2,9,175,29,20,16,149,2,0,0
b43fa25f,j25,19/05/2019,Union Bordeaux-Bègles,Domicile,Stade Toulousain,36,43,10e,,Défaite,5,50 %,41 %,44 %,59 %,41 %,6,0,4,2,13,10,3,3,1,13,166,16,30,20,132,2,0,0
b43fa25f,j25,19/05/2019,Stade Toulousain,Extérieur,Union Bordeaux-Bègles,43,36,1e,,Victoire,6,50 %,59 %,56 %,41 %,59 %,6,0,4,2,16,12,1,7,1,7,176,16,18,14,125,1,0,0
0201755a,j25,19/05/2019,RC Toulon,Domicile,ASM Clermont,32,11,9e,Bo,Victoire,4,50 %,52 %,36 %,49 %,52 %,13,2,7,4,12,7,2,8,2,14,139,19,24,16,106,1,0,1
0201755a,j25,19/05/2019,ASM Clermont,Extérieur,RC Toulon,11,32,2e,,Défaite,1,50 %,48 %,64 %,51 %,48 %,6,1,4,1,20,11,2,9,2,16,130,14,32,13,125,4,0,0
543f4f71,j26,25/05/2019,ASM Clermont,Domicile,Montpellier Hérault Rugby,27,28,2e,Bd,Défaite,3,50 %,47 %,45 %,54 %,47 %,17,2,9,6,15,12,1,13,2,7,101,4,12,9,154,1,0,0
543f4f71,j26,25/05/2019,Montpellier Hérault Rugby,Extérieur,ASM Clermont,28,27,6e,,Victoire,3,50 %,53 %,55 %,46 %,53 %,11,1,6,4,10,8,1,11,3,12,135,8,16,20,87,1,0,0
11bac943,j26,25/05/2019,Castres Olympique,Domicile,RC Toulon,16,25,7e,,Défaite,2,50 %,57 %,50 %,43 %,58 %,10,2,4,4,16,12,3,9,2,13,128,16,14,18,130,1,0,0
11bac943,j26,25/05/2019,RC Toulon,Extérieur,Castres Olympique,25,16,9e,,Victoire,3,50 %,43 %,50 %,57 %,42 %,11,0,8,3,14,7,1,8,2,10,135,18,12,24,101,1,0,0
9931251d,j26,25/05/2019,FC Grenoble Rugby,Domicile,LOU Rugby,23,24,13e,Bd,Défaite,3,50 %,41 %,30 %,57 %,37 %,8,0,6,2,11,7,0,11,2,10,129,19,10,20,113,0,0,0
9931251d,j26,25/05/2019,LOU Rugby,Extérieur,FC Grenoble Rugby,24,23,3e,,Victoire,3,50 %,59 %,70 %,43 %,63 %,10,0,8,2,14,11,0,8,1,9,108,13,17,20,134,0,0,0
e423b10b,j26,25/05/2019,Stade Français Paris,Domicile,Section Paloise,31,17,8e,,Victoire,4,50 %,44 %,49 %,55 %,45 %,13,1,8,4,9,8,3,5,1,10,145,24,16,20,109,0,0,0
e423b10b,j26,25/05/2019,Section Paloise,Extérieur,Stade Français Paris,17,31,11e,,Défaite,3,50 %,56 %,51 %,45 %,55 %,12,1,7,4,13,8,0,7,0,10,138,16,22,9,143,2,0,0
3046e38f,j26,25/05/2019,Stade Rochelais,Domicile,Union Bordeaux-Bègles,81,12,5e,Bo,Victoire,12,50 %,48 %,58 %,51 %,49 %,6,0,6,0,8,0,1,6,1,8,201,9,16,19,182,1,0,0
3046e38f,j26,25/05/2019,Union Bordeaux-Bègles,Extérieur,Stade Rochelais,12,81,10e,,Défaite,2,50 %,52 %,42 %,49 %,51 %,4,0,3,1,15,10,5,6,0,6,143,7,19,10,201,0,0,0
f0aaf18f,j26,25/05/2019,Stade Toulousain,Domicile,USA Perpignan,47,7,1e,Bo,Victoire,7,50 %,67 %,69 %,32 %,65 %,8,0,6,2,19,17,2,18,0,10,140,12,17,8,199,1,0,0
f0aaf18f,j26,25/05/2019,USA Perpignan,Extérieur,Stade Toulousain,7,47,14e,,Défaite,1,50 %,33 %,31 %,68 %,35 %,18,2,11,5,8,6,0,7,0,14,187,10,41,12,140,2,0,0
8c14af7a,j26,25/05/2019,SU Agen,Domicile,Racing 92,3,35,12e,,Défaite,0,50 %,58 %,50 %,42 %,57 %,10,1,7,2,17,16,1,12,1,6,118,6,9,16,164,0,0,0
8c14af7a,j26,25/05/2019,Racing 92,Extérieur,SU Agen,35,3,4e,Bo,Victoire,5,50 %,42 %,50 %,58 %,43 %,14,0,10,4,10,6,1,9,0,14,209,25,19,24,119,0,0,0
147f758d,barrages,31/05/2019,Racing 92,Domicile,Stade Rochelais,13,19,4e,,Défaite,1,50 %,60 %,65 %,43 %,58 %,8,0,4,4,15,14,1,12,2,10,109,7,15,9,176,1,0,0
147f758d,barrages,31/05/2019,Stade Rochelais,Extérieur,Racing 92,19,13,5e,,Victoire,1,50 %,40 %,35 %,57 %,42 %,16,1,9,6,15,11,0,3,4,10,219,20,27,20,90,0,0,0
6ccb556d,barrages,01/06/2019,LOU Rugby,Domicile,Montpellier Hérault Rugby,21,16,3e,,Victoire,2,50 %,44 %,42 %,55 %,44 %,10,0,6,4,13,11,2,11,3,10,110,10,13,34,121,0,0,0
6ccb556d,barrages,01/06/2019,Montpellier Hérault Rugby,Extérieur,LOU Rugby,16,21,6e,,Défaite,1,50 %,56 %,58 %,45 %,56 %,13,0,8,5,14,11,0,6,3,10,122,20,17,29,120,0,0,0
02ad0070,match-daccession,02/06/2019,CA Brive,Domicile,FC Grenoble Rugby,28,22,13e,,Victoire,3,50 %,40 %,65 %,59 %,36 %,8,1,4,3,6,3,3,8,0,14,162,20,22,16,83,2,0,0
02ad0070,match-daccession,02/06/2019,FC Grenoble Rugby,Extérieur,CA Brive,22,28,,,Défaite,1,50 %,60 %,35 %,41 %,64 %,14,2,7,5,13,10,1,7,5,8,113,14,19,19,163,1,0,0
7d6d9d2d,demi-finales,08/06/2019,Stade Toulousain,Domicile,Stade Rochelais,20,6,1e,,Victoire,3,50 %,62 %,62 %,36 %,61 %,11,1,8,2,8,7,1,4,1,7,196,20,23,22,162,0,0,0
7d6d9d2d,demi-finales,08/06/2019,Stade Rochelais,Extérieur,Stade Toulousain,6,20,5e,,Défaite,0,50 %,38 %,38 %,64 %,39 %,12,1,6,5,13,10,1,11,2,11,220,21,29,12,150,0,0,0
c585a08d,demi-finales,09/06/2019,ASM Clermont,Domicile,LOU Rugby,33,13,2e,,Victoire,3,50 %,45 %,55 %,53 %,46 %,13,0,9,4,12,8,1,6,4,9,150,20,32,17,113,1,0,0
c585a08d,demi-finales,09/06/2019,LOU Rugby,Extérieur,ASM Clermont,13,33,3e,,Défaite,2,50 %,55 %,45 %,47 %,54 %,9,2,5,2,15,14,1,10,1,15,92,8,25,14,125,1,0,0
5c7d8f23,finale,15/06/2019,Stade Toulousain,Domicile,ASM Clermont,24,18,1e,,Victoire,2,50 %,62 %,67 %,38 %,61 %,17,3,8,6,7,5,1,7,4,9,146,9,22,18,118,1,0,0
5c7d8f23,finale,15/06/2019,ASM Clermont,Extérieur,Stade Toulousain,18,24,2e,,Défaite,0,50 %,38 %,33 %,62 %,39 %,10,0,8,2,11,7,0,12,6,7,149,21,23,19,165,0,0,0
f6009880,j1,24/08/2019,Castres Olympique,Domicile,Montpellier Hérault Rugby,26,25,10e,,Victoire,1,50 %,44 %,36 %,55 %,44 %,14,3,6,5,9,5,0,8,7,11,121,10,15,18,96,0,0,0
f6009880,j1,24/08/2019,Montpellier Hérault Rugby,Extérieur,Castres Olympique,25,26,8e,Bd,Défaite,3,50 %,56 %,64 %,45 %,56 %,4,1,2,1,13,10,2,8,2,11,102,15,12,14,131,2,0,0
ee7c73b0,j1,24/08/2019,LOU Rugby,Domicile,Stade Français Paris,43,9,2e,Bo,Victoire,7,50 %,53 %,63 %,48 %,52 %,6,0,5,1,12,11,1,5,0,11,130,11,10,25,163,0,0,0
ee7c73b0,j1,24/08/2019,Stade Français Paris,Extérieur,LOU Rugby,9,43,14e,,Défaite,0,50 %,47 %,37 %,52 %,48 %,8,0,4,4,15,9,1,7,3,7,166,21,26,13,126,0,0,0
5ee978ce,j1,24/08/2019,Racing 92,Domicile,Aviron Bayonnais,17,24,3e,,Défaite,2,50 %,73 %,90 %,25 %,71 %,6,1,5,0,17,14,1,11,1,9,158,13,23,19,176,2,0,0
5ee978ce,j1,24/08/2019,Aviron Bayonnais,Extérieur,Racing 92,24,17,9e,,Victoire,2,50 %,27 %,10 %,75 %,29 %,9,1,6,2,11,8,1,7,4,6,210,13,32,25,151,0,0,0
2bd6f25c,j1,24/08/2019,Section Paloise,Domicile,CA Brive,33,14,12e,,Victoire,4,50 %,47 %,24 %,54 %,47 %,10,1,6,3,12,9,2,5,3,8,193,16,29,19,75,0,0,1
2bd6f25c,j1,24/08/2019,CA Brive,Extérieur,Section Paloise,14,33,11e,,Défaite,2,50 %,53 %,76 %,46 %,53 %,6,2,3,1,18,14,3,7,0,11,86,5,16,11,167,0,0,1
e0371394,j1,24/08/2019,SU Agen,Domicile,RC Toulon,25,44,13e,,Défaite,3,50 %,48 %,47 %,49 %,49 %,4,0,3,1,12,11,0,7,2,13,121,12,26,11,101,1,0,0
e0371394,j1,24/08/2019,RC Toulon,Extérieur,SU Agen,44,25,4e,Bo,Victoire,6,50 %,52 %,53 %,51 %,51 %,12,0,9,3,10,7,0,6,2,6,81,7,11,21,132,2,0,0
8e3df8c6,j1,24/08/2019,Union Bordeaux-Bègles,Domicile,Stade Toulousain,30,25,1e,,Victoire,3,50 %,42 %,48 %,58 %,41 %,8,1,4,3,8,5,0,7,3,10,128,16,17,20,108,1,0,0
